,R,p,alpha,gamma,mu,sigma,mean,median,stdev
min,-271.11146909871405,6.670493911824e-40,2.0058452870373653,0.022553491985314915,0.7335707395695533,0.8074999113750078,3.391529676399911,2.5339301183944554,3.118725324211689
max,-0.8783505581053581,0.757914831887106,3.3664648944778337,0.23664648944778338,9.059430984244693e-07,0.5509406002118351,1.6361452815619404,1.4144985904148206,0.7000624432768067
avg,1.2899809173295467,0.64582798003029,3.45729455451169,0.2604727018333564,4.0649735388892103e-07,0.5431716156924207,1.6190449534204734,1.380101154560161,0.7454680843535572
