,R,p,alpha,gamma,mu,sigma,mean,median,stdev
min,-2664.2621871355263,0.0,1.7806003898310427,0.006250405993632157,1.051427149389692,0.9377576598399143,5.1407211918038245,3.3815028901734108,8.266268833510871
max,-1564.9502477830604,2.463218981529347e-209,2.0231762552854056,0.009129318212734504,0.6826943620991671,0.8265331231725197,3.3967322743819013,2.4478099649937097,3.448014916442565
avg,-1473.0304059932575,1.5850418719274403e-195,2.123935930900458,0.010126370839360688,0.6043761361928272,0.7662542367136108,2.9791451064866186,2.2774234120923547,2.623908860116267
