,mobility-medellin
avg-metric-distrotion,3.1622965882933673
std-metric-distrotion,2.9929298281800114
med-metric-distrotion,2.3756772882352553
avg-ultrametric-distrotion,9.125471415443977
std-ultrametric-distrotion,11.656592819124763
med-ultrametric-distrotion,6.136200716845878
