,water-pipes
avg-metric-distrotion,1.1686634712062107
std-metric-distrotion,0.19395754201687038
med-metric-distrotion,1.075268817204301
avg-ultrametric-distrotion,1.4523543941158101
std-ultrametric-distrotion,0.45166392882915574
med-ultrametric-distrotion,1.3461538461538463
