,n-nodes,nd-edges,nu-edges,tau-metric,tau-ultrametric,tau-avg-metric,tau-avg-ultrametric,tau-max-metric,tau-max-ultrametric
0,238,2852,634,0.5157784011220197,0.24579242636746143,0.7271293375394322,0.37381703470031546,0.6908517350157729,0.38958990536277605
1,3,4,2,1.0,1.0,1.0,1.0,1.0,1.0
2,3,5,2,1.0,1.0,1.0,1.0,1.0,1.0
