,R,p,alpha,gamma,mu,sigma,mean,median,stdev
min,260.2940448622144,0.25574425092463493,3.9677803593320395,0.05577785663182554,2.636826887849785e-07,0.48596968570021576,24.75263759571097,1.2980924129173612,1239.1183772103816
max,687.778734696798,0.0014228410428499805,3.5233861964582722,0.0540449944065304,8.865955672553235e-08,0.7147380285989409,267.57021214695243,1.3247026121096326,6673.252510708758
avg,742.107306313359,0.001564763399455336,3.802327368046385,0.059718681544277424,5.6597444877142914e-08,0.657677608441818,154.75165205824555,1.2922877302523583,3736.50555555586
