,comorbidity
avg-metric-distrotion,163.21284645264097
std-metric-distrotion,5547.103537681669
med-metric-distrotion,1.317454667101697
avg-ultrametric-distrotion,2.1466704761412063
std-ultrametric-distrotion,0.5408554187149699
med-ultrametric-distrotion,2.119160188323433
