,R,p,alpha,gamma,mu,sigma,mean,median,stdev
mlscc,-79980.72314165068,0,1.1923766908407858,0.0005308483573664205,5.18050623581731,1.8892432923512668,784.3051084362961,208.72404245087262,2384.5429393686163
min,-74990.14798014228,0,1.1635512797020349,0.000503977203597685,6.107292046913852,1.9859568073331377,2267.807189180409,540.7581244856862,8279.62251615805
max,-47781.03741801985,0,1.178474478277565,0.0006950849365403327,5.597497517018407,1.7956914361759362,965.3254431892907,339.2050083913563,2573.3724111373476
avg,-49090.82942834601,0,1.1813374211738066,0.0007062027916413722,5.510216868804139,1.730903333291726,780.5752652376823,319.1209529320522,1859.3461371848678
