,colombia-mobility
avg-metric-distrotion,1820.2025896150562
std-metric-distrotion,2472.0253138745315
med-metric-distrotion,885.8200616884867
avg-ultrametric-distrotion,1.4622926742178406
std-ultrametric-distrotion,0.43348096030316424
med-ultrametric-distrotion,1.325643948313469
