,giraffe
avg-metric-distrotion,1.465337597719577
std-metric-distrotion,0.4390612512920237
med-metric-distrotion,1.367236742904062
avg-ultrametric-distrotion,1.3714221225553633
std-ultrametric-distrotion,0.24759731942029223
med-ultrametric-distrotion,1.3013617145913456
