,caviar-proj
avg-metric-distrotion,12.303903201374151
std-metric-distrotion,24.08885358639796
med-metric-distrotion,5.1201119171412195
avg-ultrametric-distrotion,1.1769867110300105
std-ultrametric-distrotion,0.09952798505297794
med-ultrametric-distrotion,1.1463308727746417
