,R,p,alpha,gamma,mu,sigma,mean,median,stdev
min,-10.501077386430211,0.006356958524185404,1.3862064990145964,0.04213858370519705,1.8126625059379187,2.186364527409087,59.12933310153688,11.969716297581385,155.97479497659597
max,-2.5261181477511987,0.2075490888093594,1.5990987257723521,0.12772827750239887,1.1006857108434944,1.4634891115538309,9.77396702616562,5.807906883540567,13.589781194781684
avg,-2.0927282069878728,0.26539874806684716,1.6399969769037854,0.13344859463739203,0.8259791807058003,1.5149074487329541,8.48049879247426,4.2472558099303654,11.075640582451257
