,n-nodes,nd-edges,nu-edges,tau-metric,tau-ultrametric,tau-avg-metric,tau-avg-ultrametric,tau-max-metric,tau-max-ultrametric
0,63,232,90,0.6594827586206896,0.5948275862068966,0.7444444444444445,0.6888888888888889,0.7555555555555555,0.6888888888888889
