,n-nodes,nd-edges,nu-edges,tau-metric,tau-ultrametric,tau-avg-metric,tau-avg-ultrametric,tau-max-metric,tau-max-ultrametric
0,723,53115,18055,0.5952932316671373,0.027487527063917914,0.6767654389365827,0.03998892273608419,0.6353918582110218,0.04004430905566325
