,history-faculty
avg-metric-distrotion,2.47750378353155
std-metric-distrotion,1.4141477302762964
med-metric-distrotion,1.9434998587677366
avg-ultrametric-distrotion,1.832526494252117
std-ultrametric-distrotion,0.5194322232735079
med-ultrametric-distrotion,1.7207792207792207
