,n-nodes,nd-edges,nu-edges,tau-metric,tau-ultrametric,tau-avg-metric,tau-avg-ultrametric,tau-max-metric,tau-max-ultrametric
0,56,905,158,0.5348066298342542,0.2154696132596685,0.810126582278481,0.34810126582278483,0.7658227848101266,0.41139240506329117
