,business-faculty
avg-metric-distrotion,1.8417604162738177
std-metric-distrotion,0.8701525542567358
med-metric-distrotion,1.5559188690842038
avg-ultrametric-distrotion,1.8421666977235764
std-ultrametric-distrotion,0.49975154308446146
med-ultrametric-distrotion,1.7505810736026564
