,us-weblinks
avg-metric-distrotion,1213.622167691032
std-metric-distrotion,312558.55176043115
med-metric-distrotion,7.579633911292865
avg-ultrametric-distrotion,1.7941914273163897
std-ultrametric-distrotion,0.962766551620032
med-ultrametric-distrotion,1.4528301886845785
