,yeast-grn
avg-metric-distrotion,25.39909539584535
std-metric-distrotion,77.0244835179805
med-metric-distrotion,7.200916752263447
avg-ultrametric-distrotion,1.7949851943877133
std-ultrametric-distrotion,0.6123345004685211
med-ultrametric-distrotion,1.6584284103957945
