,n-nodes,nd-edges,nu-edges,tau-metric,tau-ultrametric,tau-avg-metric,tau-avg-ultrametric,tau-max-metric,tau-max-ultrametric
0,1263,85842,16349,0.5327345588406608,0.1286549707602339,0.6114135421126674,0.07755826044406386,0.5376475625420515,0.0910759067832895
