,tennis-loss
avg-metric-distrotion,1.657660299187473
std-metric-distrotion,0.6365112324316072
med-metric-distrotion,1.4749599996284433
avg-ultrametric-distrotion,1.9961172719622648
std-ultrametric-distrotion,0.7705697671646052
med-ultrametric-distrotion,1.8181818181818181
