,colombia-calls
avg-metric-distrotion,57.47057510114324
std-metric-distrotion,145.37774293019044
med-metric-distrotion,18.612675345787377
avg-ultrametric-distrotion,1.6447399544714127
std-ultrametric-distrotion,0.6065223885636564
med-ultrametric-distrotion,1.472898064394248
